CODE_CORRESPONDANCE;Correspondance;Acte Externe;Acte RC;Libellé Acte;DMT;DMT;Domaine Court Séjour;Libellé DCS;Base de Remboursement;Spécialité;Libellé Spécialité;Mode de traitement;Libellé Mode de traitement;Nature d'assurance;Libellé Nature d'assurance;DEBUT_EFFET;FIN_EFFET;DATE_CREATION;DATE_MAJ;CODE_CAT_PROF_SANTE;CAT_PROF_SANTE;CODE_GARANTIE_ELEMENTAIRE;GARANTIE_ELEMENTAIRE;TYPE_SECTEUR_CONVENTIONNE;CATEGORIE_DENT;AUTEUR_CREATION;AUTEUR_MAJ
CORR01;NOEMIE AS et TP;CEHN;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CEHN;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CEK;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2024-12-16 00:00:00.000;2024-12-16 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CEK;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2024-12-16 00:00:00.000;2024-12-16 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CEK F;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CEK F;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CEK N;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CEK N;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CEKF;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CEKF;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CEKN;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CEKN;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-03-24 00:00:00.000;2025-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CEP;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-06-03 00:00:00.000;2025-06-03 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CEP;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2025-06-03 00:00:00.000;2025-06-03 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CF;TC;Consultation généraliste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2013-06-28 00:00:00.000;2013-06-28 00:00:00.000;;;;;2;;49DABUSE;49DABUSE
CORR02;Autres AS et TP;CF;TC;Consultation généraliste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-02-24 00:00:00.000;2017-02-24 00:00:00.000;;;;;2;;44HEGRCE;44HEGRCE
CORR01;NOEMIE AS et TP;CFD;F;Majoration férié;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2009-11-06 00:00:00.000;2009-11-06 00:00:00.000;;;;;2;;HCHABIJE;HCHABIJE
CORR02;Autres AS et TP;CFD;F;Majoration férié;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;CFE;9CFE;Montant versé au titre de la CFE;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2014-03-20 00:00:00.000;2014-03-20 00:00:00.000;;;;;2;;49DABUSE;49DABUSE
CORR02;Autres AS et TP;CFE;9CFE;Montant versé au titre de la CFE;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;CFN;N;Majoration nuit;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-12-21 00:00:00.000;2023-12-21 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CFN;N;Majoration nuit;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2023-12-21 00:00:00.000;2023-12-21 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CFU;FPU;Forfait Patient Urgences;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2022-01-06 00:00:00.000;2022-01-06 00:00:00.000;;;;;2;;49POINCT;49POINCT
CORR02;Autres AS et TP;CFU;FPU;Forfait Patient Urgences;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2022-01-06 00:00:00.000;2022-01-06 00:00:00.000;;;;;2;;49POINCT;49POINCT
CORR01;NOEMIE AS et TP;CG;C;Consultation généraliste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2009-03-26 00:00:00.000;2014-10-23 00:00:00.000;;;;;2;;HGUEDOIE;CSAGOTDL
CORR02;Autres AS et TP;CG;C;Consultation généraliste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;CG F;F;Majoration férié;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2011-12-22 00:00:00.000;2011-12-22 00:00:00.000;;;;;2;;HCHABIJE;HCHABIJE
CORR02;Autres AS et TP;CG F;F;Majoration férié;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;CGP;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2019-01-24 00:00:00.000;2019-01-24 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR02;Autres AS et TP;CGP;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2019-01-24 00:00:00.000;2019-01-24 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR01;NOEMIE AS et TP;CHI;9CHI;Chiropractie;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2008-05-16 00:00:00.000;2008-05-16 00:00:00.000;;;;;2;;RDO_AM;RDO_AM
CORR02;Autres AS et TP;CHI;9CHI;Chiropractie;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;CHIS;9CHIS;Chiropractie;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2008-09-09 00:00:00.000;2008-09-09 00:00:00.000;;;;;2;;HGUEDOIE;HGUEDOIE
CORR02;Autres AS et TP;CHIS;9CHIS;Chiropractie;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;CM0;TPFM;TPFM;;;;;;;;;;;;1900-01-01 00:00:00.000;2019-12-31 00:00:00.000;2019-03-13 00:00:00.000;2022-11-24 00:00:00.000;;;;;2;;49CLEMFN;49POINCT
CORR01;NOEMIE AS et TP;CM0;M01;Prothèses fixes;;;;;120;;;;;;;2020-01-01 00:00:00.000;9999-12-31 00:00:00.000;2019-09-10 00:00:00.000;2019-09-10 00:00:00.000;;;;;2;;45LUDMCE;45LUDMCE
CORR01;NOEMIE AS et TP;CM0;M02;Prothèses fixes;;;;;279,5;;;;;;;2020-01-01 00:00:00.000;9999-12-31 00:00:00.000;2019-09-10 00:00:00.000;2019-09-10 00:00:00.000;;;;;2;;45LUDMCE;45LUDMCE
CORR02;Autres AS et TP;CM0;TPFM;TPFM;;;;;;;;;;;;1900-01-01 00:00:00.000;2019-12-31 00:00:00.000;2019-03-13 00:00:00.000;2022-11-24 00:00:00.000;;;;;2;;49CLEMFN;49POINCT
CORR02;Autres AS et TP;CM0;M01;Prothèses fixes;;;;;120;;;;;;;2020-01-01 00:00:00.000;9999-12-31 00:00:00.000;2019-09-09 00:00:00.000;2019-09-09 00:00:00.000;;;;;2;;69MOINMA;69MOINMA
CORR02;Autres AS et TP;CM0;M02;Prothèses fixes;;;;;279,5;;;;;;;2020-01-01 00:00:00.000;9999-12-31 00:00:00.000;2019-09-09 00:00:00.000;2019-09-09 00:00:00.000;;;;;2;;69MOINMA;69MOINMA
CORR01;NOEMIE AS et TP;CMAS;9CMAS;Chambre particulière MAS;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2012-01-05 00:00:00.000;2012-01-05 00:00:00.000;;;;;2;;HDABURSE;HDABURSE
CORR02;Autres AS et TP;CMAS;9CMAS;Chambre particulière MAS;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;CMULA;CMULA;Lentille CMU;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2009-04-23 00:00:00.000;2009-04-23 00:00:00.000;;;;;2;;HGUEDOIE;HGUEDOIE
CORR02;Autres AS et TP;CMULA;CMULA;Lentille CMU;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;CMUM;CMUM;Monture CMU;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2009-10-12 00:00:00.000;2009-10-12 00:00:00.000;;;;;2;;HGUEDOIE;HGUEDOIE
CORR02;Autres AS et TP;CMUM;CMUM;Monture CMU;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;CMUPR;CMUPR;Prothèse CMU;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2009-04-23 00:00:00.000;2009-04-23 00:00:00.000;;;;;2;;HGUEDOIE;HGUEDOIE
CORR02;Autres AS et TP;CMUPR;CMUPR;Prothèse CMU;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;CMUSD;CMUSD;Soins dentaires CMU;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2009-04-23 00:00:00.000;2009-04-23 00:00:00.000;;;;;2;;HGUEDOIE;HGUEDOIE
CORR02;Autres AS et TP;CMUSD;CMUSD;Soins dentaires CMU;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;CMUV;CMUV;Verre CMU;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2009-04-23 00:00:00.000;2009-04-23 00:00:00.000;;;;;2;;HGUEDOIE;HGUEDOIE
CORR02;Autres AS et TP;CMUV;CMUV;Verre CMU;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;CN;N;Majoration nuit;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2009-11-06 00:00:00.000;2009-11-06 00:00:00.000;;;;;2;;HCHABIJE;HCHABIJE
CORR02;Autres AS et TP;CN;N;Majoration nuit;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;CNP;TCNP;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2008-05-16 00:00:00.000;2009-02-19 00:00:00.000;;;;;2;;RDO_AM;HGUEDOIE
CORR02;Autres AS et TP;CNP;TCNP;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;CNP F;TCNP;Consultation spécialiste;;;;;;;;;;;;2020-01-01 00:00:00.000;9999-12-31 00:00:00.000;2020-06-04 00:00:00.000;2020-06-04 00:00:00.000;;;;;2;;49POINCT;49POINCT
CORR02;Autres AS et TP;CNP F;TCNP;Consultation spécialiste;;;;;;;;;;;;2020-01-01 00:00:00.000;9999-12-31 00:00:00.000;2020-06-04 00:00:00.000;2020-06-04 00:00:00.000;;;;;2;;49POINCT;49POINCT
CORR01;NOEMIE AS et TP;CNP N;TCNP;Consultation spécialiste;;;;;;;;;;;;2020-01-01 00:00:00.000;9999-12-31 00:00:00.000;2020-06-04 00:00:00.000;2020-06-04 00:00:00.000;;;;;2;;49POINCT;49POINCT
CORR02;Autres AS et TP;CNP N;TCNP;Consultation spécialiste;;;;;;;;;;;;2020-01-01 00:00:00.000;9999-12-31 00:00:00.000;2020-06-04 00:00:00.000;2020-06-04 00:00:00.000;;;;;2;;49POINCT;49POINCT
CORR01;NOEMIE AS et TP;CNPF;F;Majoration férié;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2009-02-09 00:00:00.000;2009-02-09 00:00:00.000;;;;;2;;HURIENCN;HURIENCN
CORR02;Autres AS et TP;CNPF;F;Majoration férié;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;CNPN;N;Majoration nuit;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2009-02-09 00:00:00.000;2009-02-09 00:00:00.000;;;;;2;;HURIENCN;HURIENCN
CORR02;Autres AS et TP;CNPN;N;Majoration nuit;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;CNPSY;TCNP;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2012-05-15 00:00:00.000;2012-05-15 00:00:00.000;;;;;2;;HCHABIJE;HCHABIJE
CORR02;Autres AS et TP;CNPSY;TCNP;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;CNS;9CNS;Consultations;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2022-03-24 00:00:00.000;2022-03-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CNS;9CNS;Consultations;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2022-03-29 00:00:00.000;2022-03-29 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;COA;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2024-02-09 00:00:00.000;2024-02-09 00:00:00.000;;;;;2;;49POINCT;49POINCT
CORR02;Autres AS et TP;COA;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2024-02-09 00:00:00.000;2024-02-09 00:00:00.000;;;;;2;;49POINCT;49POINCT
CORR01;NOEMIE AS et TP;COB;TC;Consultation généraliste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2020-02-03 00:00:00.000;2024-10-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;COB;TC;Consultation généraliste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2020-02-03 00:00:00.000;2024-10-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;COD;TC;Consultation généraliste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2020-02-03 00:00:00.000;2024-10-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;COD;TC;Consultation généraliste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2020-02-03 00:00:00.000;2024-10-24 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;COE;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-05-03 00:00:00.000;2017-05-03 00:00:00.000;;;;;2;;49AVERNS;49AVERNS
CORR02;Autres AS et TP;COE;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-05-03 00:00:00.000;2017-05-03 00:00:00.000;;;;;2;;49AVERNS;49AVERNS
CORR01;NOEMIE AS et TP;COG;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2020-02-03 00:00:00.000;2020-02-03 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;COG;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2020-02-03 00:00:00.000;2020-02-03 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;COH;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2020-02-03 00:00:00.000;2020-02-03 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;COH;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2020-02-03 00:00:00.000;2020-02-03 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;COJ;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2022-05-04 00:00:00.000;2022-05-04 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;COJ;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2022-05-04 00:00:00.000;2022-05-04 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;COK;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2022-05-19 00:00:00.000;2022-05-19 00:00:00.000;;;;;2;;49POINCT;49POINCT
CORR02;Autres AS et TP;COK;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2022-05-19 00:00:00.000;2022-05-19 00:00:00.000;;;;;2;;49POINCT;49POINCT
CORR01;NOEMIE AS et TP;COM;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2020-02-03 00:00:00.000;2020-02-03 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;COM;TCS;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2020-02-03 00:00:00.000;2020-02-03 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;COPR;COPR;COPR;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2019-03-13 00:00:00.000;2019-04-02 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR02;Autres AS et TP;COPR;COPR;COPR;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2019-03-13 00:00:00.000;2019-04-02 00:00:00.000;;;;;2;;49CLEMFN;49CLEMFN
CORR01;NOEMIE AS et TP;COPS;9COPS;Consultation psychologue;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2021-04-09 00:00:00.000;2021-04-09 00:00:00.000;;;;;2;;49POINCT;49POINCT
CORR02;Autres AS et TP;COPS;9COPS;Consultation psychologue;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2021-04-09 00:00:00.000;2021-04-09 00:00:00.000;;;;;2;;49POINCT;49POINCT
CORR01;NOEMIE AS et TP;COPY;9COPY;Consultation Psychologue;;;;;;;;;;;;2021-05-01 00:00:00.000;9999-12-31 00:00:00.000;2021-04-30 00:00:00.000;2021-04-30 00:00:00.000;;;;;2;;49POINCT;49POINCT
CORR02;Autres AS et TP;COPY;9COPY;Consultation Psychologue;;;;;;;;;;;;2021-05-01 00:00:00.000;9999-12-31 00:00:00.000;2021-04-30 00:00:00.000;2021-04-30 00:00:00.000;;;;;2;;49POINCT;49POINCT
CORR01;NOEMIE AS et TP;COR;PA;Accessoires et appareillages;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2008-05-16 00:00:00.000;2008-05-16 00:00:00.000;;;;;2;;RDO_AM;RDO_AM
CORR02;Autres AS et TP;COR;PA;Accessoires et appareillages;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;COUH;9COUH;Coussin pour prévention;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2011-01-20 00:00:00.000;2011-01-20 00:00:00.000;;;;;2;;PHAMARME;PHAMARME
CORR02;Autres AS et TP;COUH;9COUH;Coussin pour prévention;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-22 00:00:00.000;2016-06-22 00:00:00.000;;;;;2;;44CHESAD;44CHESAD
CORR01;NOEMIE AS et TP;COV;TC;Consultation généraliste;;;;;;;;;;;;2024-12-22 00:00:00.000;9999-12-31 00:00:00.000;2024-12-16 00:00:00.000;2024-12-16 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;COV;TC;Consultation généraliste;;;;;;;;;;;;2024-12-22 00:00:00.000;9999-12-31 00:00:00.000;2024-12-16 00:00:00.000;2024-12-16 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR02;Autres AS et TP;CP;9PIA;Chambre particulière ambulatoire;631;GYNÉCOLOGIE CHIRURGICALE;;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;1900-01-02 00:00:00.000;2024-07-17 00:00:00.000;2024-12-16 00:00:00.000;;;;;2;;49POINCT;49BROCHE
CORR02;Autres AS et TP;CP;9PIA;Chambre particulière ambulatoire;631;GYNÉCOLOGIE CHIRURGICALE;;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;1900-01-02 00:00:00.000;2024-07-17 00:00:00.000;2024-12-16 00:00:00.000;;;;;2;;49POINCT;49BROCHE
CORR01;NOEMIE AS et TP;CP;TCNP;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2024-12-16 00:00:00.000;2024-12-16 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CP;9PIA;Chambre particulière ambulatoire;631;GYNÉCOLOGIE CHIRURGICALE;;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;1900-01-02 00:00:00.000;2017-07-26 00:00:00.000;2024-12-16 00:00:00.000;;;;;2;;EDELAUAD;49BROCHE
CORR01;NOEMIE AS et TP;CP;9PIA;Chambre particulière ambulatoire;631;GYNÉCOLOGIE CHIRURGICALE;;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;1900-01-02 00:00:00.000;2017-07-26 00:00:00.000;2024-12-16 00:00:00.000;;;;;2;;EDELAUAD;49BROCHE
CORR02;Autres AS et TP;CP;TCNP;Consultation spécialiste;;;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2024-12-16 00:00:00.000;2024-12-16 00:00:00.000;;;;;2;;49BROCHE;49BROCHE
CORR01;NOEMIE AS et TP;CPA;9PIA;Chambre particulière ambulatoire;;;;;;;;;;;;2020-01-01 00:00:00.000;9999-12-31 00:00:00.000;2020-06-04 00:00:00.000;2020-06-04 00:00:00.000;;;;;2;;49POINCT;49POINCT
CORR02;Autres AS et TP;CPA;9PIA;Chambre particulière ambulatoire;;;;;;;;;;;;2020-01-01 00:00:00.000;9999-12-31 00:00:00.000;2020-06-04 00:00:00.000;2020-06-04 00:00:00.000;;;;;2;;49POINCT;49POINCT
CORR02;Autres AS et TP;CPC;9CPCO;Chambre particulière convalescence;957;SOINS PALLIATIFS EN SSR;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2016-06-27 00:00:00.000;2021-06-10 00:00:00.000;;;;;2;;44CHESAD;49POINCT
